time,ch0_delta,ch1_delta,ch2_delta,ch3_delta,ch4_delta,ch5_delta,ch6_delta,ch7_delta
7.58,54.85500000000002,-17.956666666666678,23.431666666666672,0.3499999999999943,33.09833333333333,-26.84833333333333,4.1933333333333564,6.758333333333326
7.59,54.85666666666668,-17.960000000000008,23.431666666666672,0.34833333333332916,33.09166666666667,-26.845,4.186666666666667,6.760000000000019
7.6,54.85333333333335,-17.960000000000008,23.431666666666672,0.3499999999999943,33.10166666666666,-26.846666666666664,4.195000000000022,6.765000000000015
7.61,54.85499999999999,-17.96333333333334,23.431666666666672,0.34833333333332916,33.09833333333333,-26.843333333333334,4.188333333333333,6.765000000000015
7.62,54.849999999999994,-17.96666666666667,23.431666666666672,0.3499999999999943,33.10833333333335,-26.845,4.196666666666687,6.768333333333345
7.63,54.85166666666666,-17.968333333333334,23.431666666666672,0.34833333333332916,33.10166666666666,-26.84166666666667,4.188333333333333,6.77000000000001
7.64,54.846666666666664,-17.971666666666664,23.431666666666672,0.3499999999999943,33.110000000000014,-26.845,4.196666666666687,6.7733333333333405
7.65,54.84833333333333,-17.974999999999994,23.431666666666672,0.35166666666665947,33.103333333333325,-26.84166666666667,4.189999999999998,6.7733333333333405
7.66,54.845,-17.97666666666666,23.431666666666672,0.3533333333333246,33.113333333333344,-26.84166666666667,4.198333333333352,6.778333333333336
7.67,54.84833333333333,-17.978333333333325,23.431666666666672,0.35166666666665947,33.110000000000014,-26.83833333333334,4.189999999999998,6.780000000000001
7.68,54.845,-17.980000000000018,23.430000000000007,0.3533333333333246,33.120000000000005,-26.840000000000003,4.198333333333352,6.784999999999997
7.69,54.846666666666664,-17.97999999999999,23.430000000000007,0.3533333333333246,33.113333333333344,-26.836666666666673,4.189999999999998,6.785000000000025
7.7,54.843333333333305,-17.980000000000018,23.430000000000007,0.3533333333333246,33.123333333333335,-26.836666666666673,4.198333333333352,6.7900000000000205
7.71,54.845,-17.981666666666683,23.430000000000007,0.3533333333333246,33.11500000000001,-26.833333333333343,4.189999999999998,6.789999999999992
7.72,54.84,-17.98333333333335,23.430000000000007,0.3533333333333246,33.12166666666667,-26.835000000000008,4.198333333333352,6.796666666666681
7.73,54.843333333333334,-17.985000000000014,23.430000000000007,0.3533333333333246,33.116666666666674,-26.833333333333343,4.191666666666663,6.798333333333346
7.74,54.84,-17.98666666666668,23.430000000000007,0.3566666666666549,33.126666666666665,-26.835000000000008,4.200000000000017,6.803333333333342
